timestamp,open,high,low,close,volume
2026-02-06 17:35:00,68404.75,68694.95,68334.95,68615.35,0
2026-02-06 17:40:00,68620.35,68831.25,68400.15,68781.95,0
2026-02-06 17:45:00,68790.95,69161.05,68693.85,68951.65,0
2026-02-06 17:50:00,68947.65,68947.65,68352.15,68395.95,0
2026-02-06 17:55:00,68394.05,68666.35,68321.15,68590.45,0
2026-02-06 18:00:00,68584.45,68879.95,68385.85,68875.45,0
2026-02-06 18:05:00,68884.25,69276.95,68807.05,69246.95,0
2026-02-06 18:10:00,69237.35,69423.35,69145.85,69242.35,0
2026-02-06 18:15:00,69241.75,69595.45,69108.05,69595.45,0
2026-02-06 18:20:00,69596.45,69772.55,69482.05,69604.95,0
2026-02-06 18:25:00,69591.4,69767.15,69334.15,69492.4,0
2026-02-06 18:30:00,69485.95,69638.15,69397.15,69538.35,0
2026-02-06 18:35:00,69537.25,69780.95,69428.95,69539.95,0
2026-02-06 18:40:00,69538.85,69789.45,69503.15,69770.85,0
2026-02-06 18:45:00,69777.35,70000.95,69732.55,69955.95,0
2026-02-06 18:50:00,69947.65,70189.25,69795.85,70172.55,0
2026-02-06 18:55:00,70162.05,70205.35,69626.45,69922.45,0
2026-02-06 19:00:00,69918.35,69929.15,69561.25,69765.95,0
2026-02-06 19:05:00,69760.65,70161.95,69668.45,70161.95,0
2026-02-06 19:10:00,70162.85,70307.95,70025.35,70208.35,0
2026-02-06 19:15:00,70202.75,70671.85,70129.15,70598.05,0
2026-02-06 19:20:00,70610.55,70743.35,70486.15,70637.1,0
2026-02-06 19:25:00,70641.85,70992.35,70458.05,70899.15,0
2026-02-06 19:30:00,70905.25,71472.65,70871.05,71111.95,0
2026-02-06 19:35:00,71095.05,71127.95,70710.55,70864.95,0
2026-02-06 19:40:00,70870.85,71283.15,70815.05,71060.65,0
2026-02-06 19:45:00,71050.45,71257.45,70761.15,70942.65,0
2026-02-06 19:50:00,70952.95,70966.95,70513.05,70649.45,0
2026-02-06 19:55:00,70659.35,70903.95,70530.15,70724.55,0
2026-02-06 20:00:00,70717.75,70791.95,70451.05,70483.35,0
2026-02-06 20:05:00,70451.05,70524.95,69649.15,69663.05,0
2026-02-06 20:10:00,69672.85,70044.55,69672.85,70029.95,0
2026-02-06 20:15:00,70037.35,70090.05,69794.75,69876.35,0
2026-02-06 20:20:00,69865.75,69943.95,69321.15,69451.45,0
2026-02-06 20:25:00,69457.7,69653.15,69382.15,69534.45,0
2026-02-06 20:30:00,69535.0,69826.65,69369.45,69826.65,0
2026-02-06 20:35:00,69823.85,70210.05,69700.85,70140.75,0
2026-02-06 20:40:00,70138.1,70264.75,69968.05,69968.05,0
2026-02-06 20:45:00,69965.15,70186.55,69960.05,70094.05,0
2026-02-06 20:50:00,70087.05,70140.95,69771.3,69967.75,0
2026-02-06 20:55:00,69965.05,70061.65,69740.35,69754.65,0
2026-02-06 21:00:00,69757.55,70025.75,69707.85,70025.75,0
2026-02-06 21:05:00,70028.85,70174.45,69896.55,69907.05,0
2026-02-06 21:10:00,69904.35,69970.45,69722.85,69807.05,0
2026-02-06 21:15:00,69806.15,69908.05,69631.95,69900.65,0
2026-02-06 21:20:00,69905.25,70347.25,69878.55,70319.95,0
2026-02-06 21:25:00,70315.15,70457.85,70235.55,70235.55,0
2026-02-06 21:30:00,70241.7,70451.15,70109.55,70374.05,0
2026-02-06 21:35:00,70369.25,70483.45,70260.25,70353.85,0
2026-02-06 21:40:00,70352.25,70412.15,70194.65,70376.95,0
2026-02-06 21:45:00,70379.6,70700.65,70375.35,70641.15,0
2026-02-06 21:50:00,70636.85,70900.45,70454.35,70753.25,0
2026-02-06 21:55:00,70760.65,70930.15,70675.05,70706.75,0
2026-02-06 22:00:00,70705.35,70826.15,70590.35,70684.65,0
2026-02-06 22:05:00,70638.55,70638.55,70402.55,70472.25,0
2026-02-06 22:10:00,70475.45,70565.25,70357.6,70488.95,0
2026-02-06 22:15:00,70483.25,70493.25,70210.15,70401.55,0
2026-02-06 22:20:00,70398.55,70661.75,70381.55,70558.65,0
2026-02-06 22:25:00,70560.75,70629.05,70407.95,70568.75,0
2026-02-06 22:30:00,70564.35,70805.95,70472.15,70769.75,0
2026-02-06 22:35:00,70759.85,70968.85,70374.95,70426.35,0
2026-02-06 22:40:00,70416.15,70424.85,70140.45,70245.95,0
2026-02-06 22:45:00,70251.9,70378.95,70178.25,70377.05,0
2026-02-06 22:50:00,70371.7,70581.95,70323.7,70381.25,0
2026-02-06 22:55:00,70369.35,70371.95,69963.55,69978.45,0
2026-02-06 23:00:00,69971.95,70196.95,69851.15,70123.55,0
2026-02-06 23:05:00,70128.05,70154.95,69807.15,69965.05,0
2026-02-06 23:10:00,69958.45,70093.05,69943.45,69983.95,0
2026-02-06 23:15:00,69987.05,70254.25,69921.45,70208.35,0
2026-02-06 23:20:00,70207.15,70357.05,70192.05,70283.45,0
2026-02-06 23:25:00,70283.45,70480.55,70283.45,70380.15,0
2026-02-06 23:30:00,70380.05,70386.75,70092.65,70104.65,0
2026-02-06 23:35:00,70109.75,70287.95,70099.55,70260.55,0
2026-02-06 23:40:00,70263.35,70336.15,70213.95,70262.45,0
2026-02-06 23:45:00,70260.75,70326.65,70227.35,70262.95,0
2026-02-06 23:50:00,70267.25,70427.95,70260.45,70304.75,0
2026-02-06 23:55:00,70308.95,70397.05,70308.05,70343.65,0
2026-02-07 00:00:00,70347.75,70606.95,70253.35,70542.85,0
2026-02-07 00:05:00,70542.55,70747.05,70487.75,70623.55,0
2026-02-07 00:10:00,70623.45,70638.05,70279.85,70412.65,0
2026-02-07 00:15:00,70412.55,70571.75,70395.05,70536.45,0
2026-02-07 00:20:00,70538.55,70650.65,70500.75,70635.95,0
2026-02-07 00:25:00,70635.95,70783.75,70597.15,70777.15,0
2026-02-07 00:30:00,70783.75,70974.95,70776.35,70966.0,0
2026-02-07 00:35:00,70967.25,71436.35,70917.05,71216.45,0
2026-02-07 00:40:00,71225.45,71301.95,71069.3,71165.45,0
2026-02-07 00:45:00,71173.3,71416.05,71031.95,71332.45,0
2026-02-07 00:50:00,71327.3,71547.05,71295.65,71535.05,0
2026-02-07 00:55:00,71532.55,71532.55,71263.05,71317.25,0
2026-02-07 01:00:00,71313.55,71662.05,71300.15,71610.95,0
2026-02-07 01:05:00,71620.25,71718.55,71326.05,71364.15,0
2026-02-07 01:10:00,71363.75,71363.75,71027.65,71080.55,0
2026-02-07 01:15:00,71089.45,71089.45,70584.05,70696.15,0
2026-02-07 01:20:00,70703.05,70903.95,70547.35,70563.95,0
2026-02-07 01:25:00,70569.55,70736.1,70513.55,70536.45,0
2026-02-07 01:30:00,70539.85,70840.55,70521.65,70709.15,0
2026-02-07 01:35:00,70711.45,70804.35,70615.05,70800.25,0
2026-02-07 01:40:00,70797.45,70807.35,70601.75,70609.35,0
2026-02-07 01:45:00,70600.65,70742.85,70575.05,70686.85,0
2026-02-07 01:50:00,70691.55,70708.95,70503.55,70542.15,0
2026-02-07 01:55:00,70542.15,70615.15,70472.65,70543.85,0
2026-02-07 02:00:00,70536.95,70572.15,70142.45,70220.05,0
2026-02-07 02:05:00,70215.0,70238.65,69975.75,70066.45,0
2026-02-07 02:10:00,70069.05,70274.95,70041.05,70247.45,0
2026-02-07 02:15:00,70248.65,70305.55,70031.05,70138.05,0
2026-02-07 02:20:00,70151.25,70424.15,70115.05,70325.95,0
2026-02-07 02:25:00,70325.95,70420.95,70038.45,70079.05,0
2026-02-07 02:30:00,70087.05,70151.95,69842.95,69976.25,0
2026-02-07 02:35:00,69983.75,69983.75,69756.85,69756.85,0
2026-02-07 02:40:00,69761.65,69860.25,69683.35,69700.55,0
2026-02-07 02:45:00,69709.25,69899.45,69690.95,69853.35,0
2026-02-07 02:50:00,69848.05,70295.55,69842.95,70128.25,0
2026-02-07 02:55:00,70123.05,70131.95,69889.95,69924.45,0
2026-02-07 03:00:00,69924.05,70021.95,69844.55,69974.15,0
2026-02-07 03:05:00,69979.65,70056.75,69912.05,69954.05,0
2026-02-07 03:10:00,69947.65,69947.65,69711.45,69808.75,0
2026-02-07 03:15:00,69809.2,70050.9,69788.15,69927.35,0
2026-02-07 03:20:00,69918.75,70035.35,69842.45,69952.05,0
2026-02-07 03:25:00,69958.95,70149.45,69938.85,69959.75,0
2026-02-07 03:30:00,69955.35,70195.35,69901.45,70167.65,0
2026-02-07 03:35:00,70171.15,70308.35,70150.05,70213.65,0
2026-02-07 03:40:00,70206.05,70291.55,70185.05,70254.25,0
2026-02-07 03:45:00,70254.05,70551.95,70230.95,70509.85,0
2026-02-07 03:50:00,70517.05,70653.95,70430.45,70486.45,0
2026-02-07 03:55:00,70488.85,70518.95,70430.05,70444.75,0
2026-02-07 04:00:00,70438.05,70552.15,70360.35,70521.45,0
2026-02-07 04:05:00,70530.55,70600.45,70318.45,70356.65,0
2026-02-07 04:10:00,70351.8,70469.65,70347.75,70402.65,0
2026-02-07 04:15:00,70395.45,70434.95,70289.95,70367.75,0
2026-02-07 04:20:00,70367.05,70438.95,70326.05,70438.95,0
2026-02-07 04:25:00,70441.95,70552.85,70367.05,70417.05,0
2026-02-07 04:30:00,70410.05,70521.45,70365.65,70471.55,0
2026-02-07 04:35:00,70474.15,70530.65,70409.05,70444.95,0
2026-02-07 04:40:00,70444.95,70476.95,70395.05,70427.05,0
2026-02-07 04:45:00,70423.05,70423.05,70151.35,70164.35,0
2026-02-07 04:50:00,70158.35,70279.05,70122.05,70279.05,0
2026-02-07 04:55:00,70280.95,70349.35,70224.45,70327.65,0
2026-02-07 05:00:00,70333.95,70510.25,70260.35,70376.95,0
2026-02-07 05:05:00,70376.85,70504.85,70238.55,70490.85,0
2026-02-07 05:10:00,70490.15,70783.75,70477.35,70712.55,0
2026-02-07 05:15:00,70705.55,70813.05,70575.05,70640.05,0
2026-02-07 05:20:00,70636.95,70653.95,70536.85,70641.85,0
2026-02-07 05:25:00,70641.85,70859.55,70628.85,70829.35,0
2026-02-07 05:30:00,70826.95,70829.45,70689.05,70720.55,0
2026-02-07 05:35:00,70717.4,70836.05,70664.75,70804.85,0
2026-02-07 05:40:00,70799.45,70799.45,70556.9,70698.85,0
2026-02-07 05:45:00,70698.15,70760.55,70595.85,70711.75,0
2026-02-07 05:50:00,70707.55,70819.55,70684.25,70817.05,0
2026-02-07 05:55:00,70815.05,70897.15,70678.35,70888.95,0
2026-02-07 06:00:00,70882.05,71194.25,70808.15,71060.15,0
2026-02-07 06:05:00,71067.35,71155.95,70931.75,71049.85,0
2026-02-07 06:10:00,71054.35,71290.55,71007.05,71189.65,0
2026-02-07 06:15:00,71186.05,71365.95,71112.25,71365.95,0
2026-02-07 06:20:00,71348.0,71666.15,71271.35,71497.55,0
2026-02-07 06:25:00,71493.6,71493.6,71049.35,71126.65,0
2026-02-07 06:30:00,71124.45,71230.45,71025.05,71135.95,0
2026-02-07 06:35:00,71130.95,71141.05,70850.95,70851.35,0
2026-02-07 06:40:00,70846.35,70930.85,70642.25,70677.45,0
2026-02-07 06:45:00,70683.05,70776.05,70577.05,70646.75,0
2026-02-07 06:50:00,70647.4,70777.95,70640.05,70688.55,0
2026-02-07 06:55:00,70685.05,70762.65,70619.05,70736.75,0
2026-02-07 07:00:00,70736.55,70836.25,70668.45,70710.85,0
2026-02-07 07:05:00,70706.35,70906.05,70638.6,70889.95,0
2026-02-07 07:10:00,70895.25,70910.95,70742.05,70888.25,0
2026-02-07 07:15:00,70888.25,71072.05,70888.25,70972.65,0
2026-02-07 07:20:00,70976.0,71156.95,70970.55,71045.65,0
2026-02-07 07:25:00,71045.65,71046.25,70144.95,70245.15,0
2026-02-07 07:30:00,70239.75,70350.95,70175.05,70285.95,0
2026-02-07 07:35:00,70288.85,70385.95,70164.45,70180.85,0
2026-02-07 07:40:00,70181.95,70258.05,70081.65,70208.85,0
2026-02-07 07:45:00,70208.35,70268.4,70135.8,70185.95,0
2026-02-07 07:50:00,70193.95,70214.05,69953.95,69953.95,0
2026-02-07 07:55:00,69953.95,70138.75,69927.85,70138.75,0
2026-02-07 08:00:00,70138.45,70164.45,69997.15,70164.45,0
2026-02-07 08:05:00,70163.05,70286.95,70025.75,70134.05,0
2026-02-07 08:10:00,70136.15,70186.45,69954.55,70087.05,0
2026-02-07 08:15:00,70080.55,70081.55,69860.5,69926.65,0
2026-02-07 08:20:00,69929.25,70157.75,69929.25,70116.95,0
2026-02-07 08:25:00,70123.55,70257.55,70123.55,70191.15,0
2026-02-07 08:30:00,70189.65,70265.35,70121.35,70160.75,0
2026-02-07 08:35:00,70163.95,70279.95,70157.05,70206.95,0
2026-02-07 08:40:00,70206.95,70279.95,69949.65,70049.75,0
2026-02-07 08:45:00,70043.05,70061.25,69742.45,69754.95,0
2026-02-07 08:50:00,69756.35,69817.15,69312.25,69334.55,0
2026-02-07 08:55:00,69344.05,69434.25,68715.65,68746.25,0
2026-02-07 09:00:00,68750.45,69057.15,68710.05,68752.05,0
2026-02-07 09:05:00,68741.85,68794.45,68232.1,68478.35,0
2026-02-07 09:10:00,68488.55,68629.05,67916.55,67916.55,0
2026-02-07 09:15:00,67925.85,68210.75,67317.55,67788.65,0
2026-02-07 09:20:00,67789.35,68104.95,67601.55,67767.65,0
2026-02-07 09:25:00,67768.35,68044.75,67768.35,68014.35,0
