timestamp,open,high,low,close,volume
2025-09-09 15:40:00,1.17276,1.17302,1.17264,1.1729,0
2025-09-09 15:45:00,1.17289,1.17326,1.17278,1.17295,0
2025-09-09 15:50:00,1.17295,1.17347,1.17295,1.17339,0
2025-09-09 15:55:00,1.1734,1.17365,1.17337,1.17362,0
2025-09-09 16:00:00,1.17364,1.17371,1.1733,1.17364,0
2025-09-09 16:05:00,1.17363,1.17373,1.1734499999999999,1.17368,0
2025-09-09 16:10:00,1.1736900000000001,1.1738,1.17353,1.17371,0
2025-09-09 16:15:00,1.17372,1.17411,1.1736900000000001,1.17398,0
2025-09-09 16:20:00,1.17397,1.17412,1.17364,1.17409,0
2025-09-09 16:25:00,1.17409,1.17417,1.17393,1.1740599999999999,0
2025-09-09 16:30:00,1.1740599999999999,1.17423,1.1736900000000001,1.1738,0
2025-09-09 16:35:00,1.17381,1.17477,1.1738,1.17461,0
2025-09-09 16:40:00,1.17461,1.17468,1.17422,1.17433,0
2025-09-09 16:45:00,1.17434,1.17479,1.17422,1.17464,0
2025-09-09 16:50:00,1.17465,1.17478,1.17398,1.174,0
2025-09-09 16:55:00,1.17401,1.1742,1.17371,1.1741,0
2025-09-09 17:00:00,1.1741,1.17618,1.17273,1.17354,0
2025-09-09 17:05:00,1.17353,1.17392,1.1726,1.1734,0
2025-09-09 17:10:00,1.1734,1.17409,1.17327,1.17353,0
2025-09-09 17:15:00,1.17353,1.17402,1.17319,1.17321,0
2025-09-09 17:20:00,1.17321,1.1736900000000001,1.17289,1.17359,0
2025-09-09 17:25:00,1.17361,1.17391,1.17348,1.1735,0
2025-09-09 17:30:00,1.17349,1.17359,1.17244,1.17259,0
2025-09-09 17:35:00,1.17259,1.1727400000000001,1.17221,1.17255,0
2025-09-09 17:40:00,1.17254,1.17331,1.17217,1.17331,0
2025-09-09 17:45:00,1.1733,1.17352,1.1728,1.17285,0
2025-09-09 17:50:00,1.17286,1.17309,1.17259,1.17283,0
2025-09-09 17:55:00,1.17282,1.17315,1.17263,1.17297,0
2025-09-09 18:00:00,1.17297,1.17307,1.172,1.17206,0
2025-09-09 18:05:00,1.17206,1.17236,1.17188,1.17229,0
2025-09-09 18:10:00,1.17228,1.17228,1.1719,1.17212,0
2025-09-09 18:15:00,1.17211,1.17227,1.17171,1.17185,0
2025-09-09 18:20:00,1.17183,1.17192,1.17146,1.17175,0
