timestamp,open,high,low,close,volume,log_return,atr,std_dev
2026-02-06 18:45:00,69777.35,70000.95,69732.55,69955.95,0,0.0026494574881510084,368.126729543274,0.0034176432896094134
2026-02-06 18:50:00,69947.65,70189.25,69795.85,70172.55,0,0.003091450668565622,370.72614711711407,0.0034378666163829372
2026-02-06 18:55:00,70162.05,70205.35,69626.45,69922.45,0,-0.003570438141120153,391.485012280699,0.003668746854297252
2026-02-06 19:00:00,69918.35,69929.15,69561.25,69765.95,0,-0.00224070238443426,389.1978457435455,0.0027788411027795186
2026-02-06 19:05:00,69760.65,70161.95,69668.45,70161.95,0,0.005660072897563255,399.0606282116484,0.0029845641343517557
2026-02-06 19:10:00,70162.85,70307.95,70025.35,70208.35,0,0.0006611085349248925,388.29711624560304,0.0029016466536033684
2026-02-06 19:15:00,70202.75,70671.85,70129.15,70598.05,0,0.005535273893933212,402.2739041415418,0.002918479016676831
2026-02-06 19:20:00,70610.55,70743.35,70486.15,70637.1,0,0.0005529785042191572,389.3876272809985,0.002899493998441853
2026-02-06 19:25:00,70641.85,70992.35,70458.05,70899.15,0,0.0037029425243496755,402.039451837916,0.0027864504282017147
2026-02-06 19:30:00,70905.25,71472.65,70871.05,71111.95,0,0.0029969510732010853,419.1901088241985,0.002797397503187397
2026-02-06 19:35:00,71095.05,71127.95,70710.55,70864.95,0,-0.00347944277121884,419.0384639782953,0.0029957136932752225
2026-02-06 19:40:00,70870.85,71283.15,70815.05,71060.65,0,0.002757784698898621,423.14010971207915,0.003008472024175904
2026-02-06 19:45:00,71050.45,71257.45,70761.15,70942.65,0,-0.0016619335911193043,429.1828661724867,0.0031062347674005964
2026-02-06 19:50:00,70952.95,70966.95,70513.05,70649.45,0,-0.004141479914160344,431.20186857397636,0.003384324797040998
2026-02-06 19:55:00,70659.35,70903.95,70530.15,70724.55,0,0.0010624302497510927,426.56063501452405,0.003347374309662797
2026-02-06 20:00:00,70717.75,70791.95,70451.05,70483.35,0,-0.0034162427821859387,419.6992155339335,0.003451989840907905
2026-02-06 20:05:00,70451.05,70524.95,69649.15,69663.05,0,-0.011706463639349284,455.91882543198994,0.004637743178787554
2026-02-06 20:10:00,69672.85,70044.55,69672.85,70029.95,0,0.005252959613917028,450.0559236461027,0.004821053261923019
2026-02-06 20:15:00,70037.35,70090.05,69794.75,69876.35,0,-0.0021957561841490277,437.9528688054546,0.00459739638309252
2026-02-06 20:20:00,69865.75,69943.95,69321.15,69451.45,0,-0.0060993041911623245,452.3119407003373,0.004838382971745425
2026-02-06 20:25:00,69457.7,69653.15,69382.15,69534.45,0,0.0011943659013856339,438.3149972136201,0.004532352618908643
2026-02-06 20:30:00,69535.0,69826.65,69369.45,69826.65,0,0.004193428843355209,439.76452107002603,0.004733481200042887
2026-02-06 20:35:00,69823.85,70210.05,69700.85,70140.75,0,0.004488195497899914,445.0658228181614,0.004795499214255011
2026-02-06 20:40:00,70138.1,70264.75,69968.05,69968.05,0,-0.002465228272074095,433.7937585569871,0.004686570304798917
2026-02-06 20:45:00,69965.15,70186.55,69960.05,70094.05,0,0.0017992024107856225,418.1159309921706,0.004697793483920196
2026-02-06 20:50:00,70087.05,70140.95,69771.3,69967.75,0,-0.0018034900912793045,414.46574525616853,0.00459040969165447
2026-02-06 20:55:00,69965.05,70061.65,69740.35,69754.65,0,-0.0030503364561920115,407.4761775828744,0.004618231836524962
2026-02-06 21:00:00,69757.55,70025.75,69707.85,70025.75,0,0.0038789464033472305,400.77997838877036,0.004722401156368118
2026-02-06 21:05:00,70028.85,70174.45,69896.55,69907.05,0,-0.0016965290263655146,391.6246265108258,0.004703720009424532
2026-02-06 21:10:00,69904.35,69970.45,69722.85,69807.05,0,-0.0014314949897896575,380.92678853353334,0.004649386304192666
2026-02-06 21:15:00,69806.15,69908.05,69631.95,69900.65,0,0.0013399406618881343,373.162603481427,0.003414722235065321
2026-02-06 21:20:00,69905.25,70347.25,69878.55,70319.95,0,0.005980594146302911,380.2201335732241,0.003501279272219009
2026-02-06 21:25:00,70315.15,70457.85,70235.55,70235.55,0,-0.0012009492356260764,368.58270564922776,0.0034566478197520477
2026-02-06 21:30:00,70241.7,70451.15,70109.55,70374.05,0,0.0019699941510648122,366.59879012674014,0.002927944949421986
2026-02-06 21:35:00,70369.25,70483.45,70260.25,70353.85,0,-0.0002870788257158211,356.0773919066664,0.0029448679365251785
2026-02-06 21:40:00,70352.25,70412.15,70194.65,70376.95,0,0.00032828634822583614,345.9294650531216,0.0027826902406076254
2026-02-06 21:45:00,70379.6,70700.65,70375.35,70641.15,0,0.003747041112040349,344.4214990055971,0.0027082790990075943
2026-02-06 21:50:00,70636.85,70900.45,70454.35,70753.25,0,0.001585635972672391,351.8415766760356,0.0025795495200123635
2026-02-06 21:55:00,70760.65,70930.15,70675.05,70706.75,0,-0.000657429685774458,344.7926821679921,0.0025896760218678512
2026-02-06 22:00:00,70705.35,70826.15,70590.35,70684.65,0,-0.00031260741714109625,336.8625100450173,0.0025117607084230464
2026-02-06 22:05:00,70638.55,70638.55,70402.55,70472.25,0,-0.0030094194517148666,332.88335088245674,0.0025070453121228734
2026-02-06 22:10:00,70475.45,70565.25,70357.6,70488.95,0,0.00023694463551864278,323.79484316647347,0.0023385754613865556
2026-02-06 22:15:00,70483.25,70493.25,70210.15,70401.55,0,-0.0012406799778712158,320.84488807650115,0.002309063259334674
2026-02-06 22:20:00,70398.55,70661.75,70381.55,70558.65,0,0.0022289988953633324,317.90167720268744,0.002280169041485451
2026-02-06 22:25:00,70560.75,70629.05,70407.95,70568.75,0,0.0001431330842521526,310.89888746121477,0.002279388373865149
2026-02-06 22:30:00,70564.35,70805.95,70472.15,70769.75,0,0.002844237564460468,312.55407968205293,0.0018276629300519986
2026-02-06 22:35:00,70759.85,70968.85,70374.95,70426.35,0,-0.004864166603375057,332.8713221089585,0.0022874342890909062
2026-02-06 22:40:00,70416.15,70424.85,70140.45,70245.95,0,-0.0025648276013739936,329.48197729332753,0.0023371034370277557
2026-02-06 22:45:00,70251.9,70378.95,70178.25,70377.05,0,0.0018645603917098207,320.1961308717108,0.0023959933090051196
2026-02-06 22:50:00,70371.7,70581.95,70323.7,70381.25,0,5.9676765082253704e-05,315.73251462576786,0.0023944403346062766
2026-02-06 22:55:00,70369.35,70371.95,69963.55,69978.45,0,-0.005739554954435088,323.0753161396228,0.0025882902528348113
2026-02-06 23:00:00,69971.95,70196.95,69851.15,70123.55,0,0.002071348758463465,324.7107951270816,0.0026239079606172333
2026-02-06 23:05:00,70128.05,70154.95,69807.15,69965.05,0,-0.002262854616769819,326.3716104207469,0.002659634141992159
2026-02-06 23:10:00,69958.45,70093.05,69943.45,69983.95,0,0.00027009839462787424,313.6627386365579,0.002671592692128736
2026-02-06 23:15:00,69987.05,70254.25,69921.45,70208.35,0,0.0032013197821273687,315.03795822674124,0.002774362340397801
2026-02-06 23:20:00,70207.15,70357.05,70192.05,70283.45,0,0.0010691016436993118,304.26076378998886,0.002794851086609171
2026-02-06 23:25:00,70283.45,70480.55,70283.45,70380.15,0,0.0013749117075538117,296.56651610003513,0.002807940150254978
2026-02-06 23:30:00,70380.05,70386.75,70092.65,70104.65,0,-0.003922137529066384,296.3894837588118,0.0029081296364650813
2026-02-06 23:35:00,70109.75,70287.95,70099.55,70260.55,0,0.0022213492248219263,288.64129801594305,0.00299314213585039
2026-02-06 23:40:00,70263.35,70336.15,70213.95,70262.45,0,2.704183656930643e-05,276.70305761310476,0.0028561447334392253
2026-02-06 23:45:00,70260.75,70326.65,70227.35,70262.95,0,7.116151243928496e-06,263.9823583002496,0.0025675440517674794
2026-02-06 23:50:00,70267.25,70427.95,70260.45,70304.75,0,0.0005947312395674674,257.0659960814317,0.002477753837869751
2026-02-06 23:55:00,70308.95,70397.05,70308.05,70343.65,0,0.0005531524139893588,245.2577350024288,0.0024285756407448245
2026-02-07 00:00:00,70347.75,70606.95,70253.35,70542.85,0,0.0028278100846008208,253.02043487530716,0.0025465976806623215
2026-02-07 00:05:00,70542.55,70747.05,70487.75,70623.55,0,0.0011433316821985741,253.47026485139972,0.0019020811026461395
2026-02-07 00:10:00,70623.45,70638.05,70279.85,70412.65,0,-0.00299072376025901,260.9709277782958,0.002084602241688106
2026-02-07 00:15:00,70412.55,70571.75,70395.05,70536.45,0,0.0017566629632377283,254.93665935115365,0.001979533950928553
